Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
1321401,Utopia or Oblivion: The Prospects for Humanity,R. Buckminster Fuller,"Fuller, R. Buckminster",,"=""087951003X""","=""9780879510039""",0,4.15,Overlook Books,Hardcover,378,1973,1969,,2020/10/19,to-read,to-read (#73),to-read,,,,0,0
316362,Operating Manual for Spaceship Earth,R. Buckminster Fuller,"Fuller, R. Buckminster",,"=""089190235X""","=""9780891902355""",0,4.06,Amereon Limited,Hardcover,128,1998,1969,,2020/10/07,to-read,to-read (#72),to-read,,,,0,0
39655236,Breathing: Chaos and Poetry,"Franco ""Bifo"" Berardi","Berardi, Franco ""Bifo""",,"=""1635900387""","=""9781635900385""",0,4.08,Semiotext(e),Paperback,160,2018,2018,,2020/10/07,to-read,to-read (#71),to-read,,,,0,0
22246108,Heroes: Mass Murder and Suicide (Futures),"Franco ""Bifo"" Berardi","Berardi, Franco ""Bifo""",,"=""1781685770""","=""9781781685778""",0,3.91,Verso,Hardcover,224,2015,2015,,2020/10/07,to-read,to-read (#70),to-read,,,,0,0
3836,Don Quixote,Miguel de Cervantes Saavedra,"Saavedra, Miguel de Cervantes","Roberto González Echevarría, John Rutherford","=""""","=""""",0,3.91,Penguin Books,Paperback,1023,2003,1615,,2020/02/07,to-read,to-read (#69),to-read,,,,0,0
31795,The Story of Philosophy: The Lives and Opinions of the World's Greatest Philosophers,Will Durant,"Durant, Will",,"=""0671739166""","=""9780671739164""",0,4.15,Pocket Books,Paperback,704,1991,1926,,2020/01/24,to-read,to-read (#68),to-read,,,,0,0
503150,Letters to a Young Contrarian,Christopher Hitchens,"Hitchens, Christopher",,"=""0465030335""","=""9780465030330""",0,4.13,Basic Books,Paperback,141,2005,2001,,2020/01/24,to-read,to-read (#67),to-read,,,,0,0
5131,The Perennial Philosophy,Aldous Huxley,"Huxley, Aldous",,"=""006057058X""","=""9780060570583""",0,4.12,Harper Perennial Modern Classics,Paperback,336,2004,1945,,2020/01/24,to-read,to-read (#66),to-read,,,,0,0
40180066,Team Human,Douglas Rushkoff,"Rushkoff, Douglas",,"=""039365169X""","=""9780393651690""",0,3.83,W. W. Norton & Company,Hardcover,256,2019,,,2020/01/18,to-read,to-read (#65),to-read,,,,0,0
29780253,Born a Crime: Stories From a South African Childhood,Trevor Noah,"Noah, Trevor",,"=""0385689225""","=""9780385689229""",0,4.49,Doubleday Canada,Hardcover,289,2016,2016,,2019/12/10,to-read,to-read (#64),to-read,,,,0,0
76479,A Field Guide to Getting Lost,Rebecca Solnit,"Solnit, Rebecca",,"=""0143037242""","=""9780143037248""",0,3.91,Penguin Books,Paperback,209,2006,2005,,2019/12/10,to-read,to-read (#63),to-read,,,,0,0
15682,A Happy Death,Albert Camus,"Camus, Albert","Richard Howard, Jean Sarocchi","=""""","=""""",0,3.81,Penguin Classics,Paperback,144,2002,1971,,2019/08/06,to-read,to-read (#62),to-read,,,,0,0
62659,Profit Over People: Neoliberalism and Global Order,Noam Chomsky,"Chomsky, Noam",Robert W. McChesney,"=""1888363827""","=""9781888363821""",0,4.03,Seven Stories Press,Paperback,175,1999,1998,,2019/03/02,to-read,to-read (#61),to-read,,,,0,0
194805,Understanding Power: The Indispensable Chomsky,Noam Chomsky,"Chomsky, Noam","John Schoeffel, R. Mitchell","=""1565847032""","=""9781565847033""",0,4.41,The New Press,Paperback,416,2002,2002,,2019/03/02,to-read,to-read (#60),to-read,,,,0,0
19063,The Book Thief,Markus Zusak,"Zusak, Markus",,"=""""","=""""",0,4.39,Alfred A. Knopf,Kindle Edition,592,2006,2005,,2019/02/25,to-read,to-read (#59),to-read,,,,0,0
12617,Manufacturing Consent: The Political Economy of the Mass Media,Edward S. Herman,"Herman, Edward S.",Noam Chomsky,"=""0375714499""","=""9780375714498""",0,4.24,Knopf Doubleday Publishing Group,Paperback,412,2002,1988,,2019/02/25,to-read,to-read (#58),to-read,,,,0,0
174876,A Way of Being,Carl R. Rogers,"Rogers, Carl R.",Irvin D. Yalom,"=""0395755301""","=""9780395755303""",0,4.22,Mariner Books,Paperback,395,1995,1980,,2019/02/12,to-read,to-read (#57),to-read,,,,0,0
174879,On Becoming a Person: A Therapist's View of Psychotherapy,Carl R. Rogers,"Rogers, Carl R.",Peter D.    Kramer,"=""039575531X""","=""9780395755310""",0,4.16,Mariner Books,Paperback,420,1995,1961,,2019/02/12,to-read,to-read (#56),to-read,,,,0,0
40876575,Utopia for Realists: How We Can Build the Ideal World,Rutger Bregman,"Bregman, Rutger",,"=""0316471909""","=""9780316471909""",0,4.21,"Little, Brown and Company",Kindle Edition,262,2017,2014,,2019/02/04,to-read,to-read (#55),to-read,,,,0,0
18414,Utopia,Thomas More,"More, Thomas",Paul  Turner,"=""0140449108""","=""9780140449105""",0,3.55,Penguin Classics,Paperback,113,2003,1516,,2019/02/04,to-read,to-read (#54),to-read,,,,0,0
22628,The Perks of Being a Wallflower,Stephen Chbosky,"Chbosky, Stephen",,"=""""","=""""",0,4.24,MTV Books/Pocket Books,Hardcover,213,1999,1999,,2019/02/04,to-read,to-read (#53),to-read,,,,0,0
326679,"Emile, or On Education",Jean-Jacques Rousseau,"Rousseau, Jean-Jacques",Allan Bloom,"=""0465019315""","=""9780465019311""",0,3.58,Basic Books,Paperback,501,1979,1762,,2019/02/01,to-read,to-read (#52),to-read,,,,0,0
4473,A Prayer for Owen Meany,John Irving,"Irving, John",,"=""0552135399""","=""9780552135399""",5,4.24,Black Swan,Paperback,637,1990,1989,,2018/12/23,,,read,,,,1,0
38714379,Them: Why We Hate Each Other - and How to Heal,Ben Sasse,"Sasse, Ben",,"=""1250193680""","=""9781250193681""",0,4.16,St. Martin's Press,Hardcover,288,2018,2018,,2019/01/28,to-read,to-read (#51),to-read,,,,0,0
18077875,Essentialism: The Disciplined Pursuit of Less,Greg McKeown,"McKeown, Greg",,"=""0804137382""","=""9780804137386""",0,4.06,Crown Currency,Hardcover,260,2014,2011,,2019/01/28,to-read,to-read (#50),to-read,,,,0,0
39204065,How to Be Free: An Ancient Guide to the Stoic Life (Ancient Wisdom for Modern Readers),Epictetus,"Epictetus, Epictetus",Anthony A. Long,"=""0691177716""","=""9780691177717""",0,4.09,Princeton University Press,Hardcover,173,2018,2018,,2019/01/28,to-read,to-read (#49),to-read,,,,0,0
12172,Memoirs of Hadrian,Marguerite Yourcenar,"Yourcenar, Marguerite",Grace Frick,"=""0374529264""","=""9780374529260""",0,4.22,FSG Adult,Paperback,347,2005,1951,,2019/01/28,to-read,to-read (#48),to-read,,,,0,0
21977717,The Greatest Empire: A Life of Seneca,Emily Wilson,"Wilson, Emily",,"=""0199926646""","=""9780199926640""",0,3.92,Oxford University Press,Hardcover,272,2014,2014,,2019/01/28,to-read,to-read (#47),to-read,,,,0,0
767958,Leisure: The Basis of Culture,Josef Pieper,"Pieper, Josef","Roger Scruton, Gerald Malsbary","=""1890318353""","=""9781890318352""",0,4.26,St. Augustine's Press,Paperback,176,1998,1948,,2019/01/28,to-read,to-read (#46),to-read,,,,0,0
39330937,The Laws of Human Nature,Robert Greene,"Greene, Robert",,"=""0698184548""","=""9780698184541""",0,4.35,Penguin Books,Kindle Edition,624,2018,2018,,2019/01/28,to-read,to-read (#45),to-read,,,,0,0
849052,Montaigne,Stefan Zweig,"Zweig, Stefan",,"=""3596127262""","=""9783596127269""",0,4.02,FISCHER Taschenbuch,Paperback,128,1995,1941,,2019/01/28,"to-read, bogklub","to-read (#43), bogklub (#6)",to-read,,,,0,0
7624457,How to Live: A Life of Montaigne in One Question and Twenty Attempts at an Answer,Sarah Bakewell,"Bakewell, Sarah",,"=""0701178922""","=""9780701178925""",0,4.02,Chatto & Windus,Hardcover,387,2010,2010,,2019/01/28,to-read,to-read (#42),to-read,,,,0,0
41011099,Digital Minimalism: On Living Better with Less Technology,Cal Newport,"Newport, Cal",,"=""""","=""""",0,4.06,Penguin,ebook,290,2019,2019,,2019/01/28,to-read,to-read (#41),to-read,,,,0,0
349650,One-Dimensional Man: Studies in the Ideology of Advanced Industrial Society,Herbert Marcuse,"Marcuse, Herbert",Douglas Kellner,"=""0807014176""","=""9780807014172""",0,3.98,Beacon Press,Paperback,260,1991,1964,,2018/11/13,to-read,to-read (#40),to-read,,,,0,0
450534,When the Body Says No: The Cost of Hidden Stress,Gabor Maté,"Maté, Gabor",,"=""0676973124""","=""9780676973129""",0,4.19,Vintage Canada,Paperback,320,2004,2003,,2019/01/16,to-read,to-read (#39),to-read,,,,0,0
617702,In the Realm of Hungry Ghosts: Close Encounters with Addiction,Gabor Maté,"Maté, Gabor",,"=""0676977405""","=""9780676977400""",0,4.48,Knopf Canada,Hardcover,480,2008,2007,,2019/01/16,to-read,to-read (#38),to-read,,,,0,0
551520,The Wisdom of Insecurity: A Message for an Age of Anxiety,Alan W. Watts,"Watts, Alan W.",,"=""0394704681""","=""9780394704685""",0,4.15,Vintage,Paperback,152,1968,1951,,2019/01/15,to-read,to-read (#37),to-read,,,,0,0
1371,The Iliad,Homer,"Homer, Homer","Robert Fagles, Bernard Knox","=""0140275363""","=""9780140275360""",0,3.92,Penguin Classics,Paperback,614,1999,-800,,2019/01/07,to-read,to-read (#36),to-read,,,,0,0
333706,The Odyssey,Homer,"Homer, Homer","Robert Fagles, Bernard Knox","=""0140268863""","=""9780140268867""",0,3.83,Penguin Classics,Paperback,496,1997,-700,,2019/01/07,to-read,to-read (#35),to-read,,,,0,0
13588356,"Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead",Brené Brown,"Brown, Brené",,"=""1592407331""","=""9781592407330""",0,4.29,Avery,Hardcover,287,2012,2012,,2018/12/31,to-read,to-read (#34),to-read,,,,0,0
6334,Never Let Me Go,Kazuo Ishiguro,"Ishiguro, Kazuo",,"=""1400078776""","=""9781400078776""",0,3.85,Vintage Books ,Paperback,288,2010,2005,,2018/12/29,to-read,to-read (#33),to-read,,,,0,0
28676,American Psycho,Bret Easton Ellis,"Ellis, Bret Easton",,"=""0679735771""","=""9780679735779""",0,3.80,Vintage Contemporaries / Random House,Paperback,399,1991,1991,,2018/12/29,to-read,to-read (#31),to-read,,,,0,0
203073,The Apprenticeship of Duddy Kravitz,Mordecai Richler,"Richler, Mordecai",,"=""0671028472""","=""9780671028473""",0,3.73,Gallery Books,Paperback,384,1999,1959,,2018/12/22,to-read,to-read (#30),to-read,,,,0,0
25417283,The Movie-goer,Walker Percy,"Percy, Walker",,"=""""","=""""",0,3.64,Penguin Books,Paperback,204,1966,1961,,2018/12/22,to-read,to-read (#29),to-read,,,,0,0
13152194,Tiny Beautiful Things: Advice on Love and Life from Dear Sugar,Cheryl Strayed,"Strayed, Cheryl",,"=""""","=""""",0,4.15,Vintage,ebook,354,2012,2012,,2018/12/22,to-read,to-read (#28),to-read,,,,0,0
1221559,Letters from a Self-Made Merchant to His Son,George Horace Lorimer,"Lorimer, George Horace",,"=""0766161803""","=""9780766161801""",0,4.07,Kessinger Publishing,Paperback,364,2003,1902,,2018/12/22,to-read,to-read (#27),to-read,,,,0,0
31869155,The Captain Class: The Hidden Force that Creates the World's Greatest Teams,Sam  Walker,"Walker, Sam",,"=""0812997190""","=""9780812997194""",0,4.02,Random House,Hardcover,352,2017,2016,,2018/12/17,to-read,to-read (#26),to-read,,,,0,0
12419,A Calendar of Wisdom: Daily Thoughts to Nourish the Soul,Leo Tolstoy,"Tolstoy, Leo",Peter Sekirin,"=""""","=""""",0,3.97,Scribner,Hardcover,384,1997,1906,,2018/12/17,to-read,to-read (#25),to-read,,,,0,0
339387,"Listen, Little Man!",Wilhelm Reich,"Reich, Wilhelm","William Steig, Ralph Manheim","=""0374504016""","=""9780374504014""",4,3.97,"Noonday/Farrar, Straus & Giroux (NYC)",Paperback,144,1974,1946,,2018/11/18,,,read,,,,1,0
81939,The Mastery of Love: A Practical Guide to the Art of Relationship: A Toltec Wisdom Book,Miguel Ruiz,"Ruiz, Miguel",,"=""1878424440""","=""9781878424440""",0,4.27,Amber-Allen Publishing,Hardcover,248,2002,1999,,2018/11/21,to-read,to-read (#24),to-read,,,,0,0
6979404,The Fifth Agreement,Miguel Ruiz,"Ruiz, Miguel",Jose Ruiz,"=""1878424688""","=""9781878424686""",0,4.11,Amber-Allen Publishing,Hardcover,248,2009,2009,,2018/11/21,to-read,to-read (#23),to-read,,,,0,0
339384,Character Analysis,Wilhelm Reich,"Reich, Wilhelm",Wilhelm Reich,"=""0374509808""","=""9780374509804""",0,4.12,"Farrar, Straus & Giroux",Paperback,576,1980,1933,,2018/11/18,to-read,to-read (#22),to-read,,,,0,0
4934,The Brothers Karamazov,Fyodor Dostoevsky,"Dostoevsky, Fyodor","Richard Pevear, Larissa Volokhonsky","=""0374528373""","=""9780374528379""",0,4.39,"Farrar, Straus and Giroux",Paperback,796,2002,1880,,2018/11/10,to-read,to-read (#21),to-read,,,,0,0
1898,Into Thin Air: A Personal Account of the Mt. Everest Disaster,Jon Krakauer,"Krakauer, Jon",,"=""""","=""""",0,4.26,Anchor Books,Paperback,368,1999,1997,,2018/10/20,to-read,to-read (#20),to-read,,,,0,0
341879,Just Kids,Patti Smith,"Smith, Patti",,"=""""","=""""",0,4.21,Ecco,Hardcover,304,2010,2010,,2018/10/16,to-read,to-read (#19),to-read,,,,0,0
141209,The Wisdom of No Escape: How to Love Yourself and Your World,Pema Chödrön,"Chödrön, Pema",,"=""0007190611""","=""9780007190614""",0,4.28,Element Books,Paperback,208,2004,1991,,2018/10/16,to-read,to-read (#18),to-read,,,,0,0
44559,Life is Elsewhere,Milan Kundera,"Kundera, Milan",Aaron Asher,"=""0060997028""","=""9780060997021""",0,3.96,Harper Perennial,Paperback,432,2000,1973,,2018/10/16,to-read,to-read (#17),to-read,,,,0,0
1837402,How To Get Rich,Felix Dennis,"Dennis, Felix",,"=""009192166X""","=""9780091921668""",0,4.17,Ebury Press,Paperback,277,2007,2006,,2018/10/07,to-read,to-read (#16),to-read,,,,0,0
67896,Tao Te Ching,Lao Tzu,"Tzu, Lao","Gia-Fu Feng, Jane English, Jacob Needleman, Toinette Lippe, Claudio Lamparelli","=""0679724346""","=""9780679724346""",0,4.29,Vintage,Paperback,107,1989,-350,,2018/09/11,to-read,to-read (#15),to-read,,,,0,0
190038,Critical Path,R. Buckminster Fuller,"Fuller, R. Buckminster",Kiyoshi Kuromiya,"=""0312174918""","=""9780312174910""",0,4.22,St. Martin's Griffin,Paperback,471,1982,1981,,2018/08/30,to-read,to-read (#14),to-read,,,,0,0
97411,Letters from a Stoic,Seneca,"Seneca, Seneca",,"=""0140442103""","=""9780140442106""",0,4.33,Penguin Books,Paperback,254,2004,64,,2018/08/30,to-read,to-read (#13),to-read,,,,0,0
36582041,How to Die:  An Ancient Guide to the End of Life,Seneca,"Seneca, Seneca",James S. Romm,"=""0691175578""","=""9780691175577""",0,4.02,Princeton University Press,Hardcover,230,2018,2017,,2018/08/30,to-read,to-read (#12),to-read,,,,0,0
5954,Narcissus and Goldmund,Hermann Hesse,"Hesse, Hermann",Ursule Molinaro,"=""0374506841""","=""9780374506841""",0,4.22,"The Noonday Press / Farrar, Straus Giroux",Paperback,315,1997,1930,,2018/08/29,to-read,to-read (#11),to-read,,,,0,0
343,Perfume: The Story of a Murderer,Patrick Süskind,"Süskind, Patrick",John E. Woods,"=""""","=""""",0,4.04,Penguin Books,Paperback,263,1987,1985,,2018/08/28,to-read,to-read (#10),to-read,,,,0,0
5759,Fight Club,Chuck Palahniuk,"Palahniuk, Chuck",,"=""0393327345""","=""9780393327342""",0,4.18,W.W. Norton & Company (NYC),Paperback,218,2005,1996,,2018/08/28,to-read,to-read (#9),to-read,,,,0,0
3828382,Tribes: We Need You to Lead Us,Seth Godin,"Godin, Seth",,"=""1591842336""","=""9781591842330""",3,3.80,Portfolio,Hardcover,151,2008,2008,,2018/08/27,,,read,,,,1,0
218873,The Amazing Power of Deliberate Intent,Esther Hicks,"Hicks, Esther",Jerry Hicks,"=""1401906966""","=""9781401906962""",0,4.27,Hay House LLC,Paperback,336,2007,2006,,2018/08/27,to-read,to-read (#8),to-read,,,,0,0
323170,"The Hustler (Eddie Felson, #1)",Walter Tevis,"Tevis, Walter",,"=""1560254734""","=""9781560254737""",0,4.10,Da Capo Press,Paperback,224,2002,1959,,2018/08/27,to-read,to-read (#7),to-read,,,,0,0
25744928,Deep Work: Rules for Focused Success in a Distracted World,Cal Newport,"Newport, Cal",,"=""1455586692""","=""9781455586691""",0,4.16,Grand Central Publishing,Hardcover,296,2016,2016,,2018/08/27,to-read,to-read (#6),to-read,,,,0,0
28815,Influence: The Psychology of Persuasion,Robert B. Cialdini,"Cialdini, Robert B.",,"=""006124189X""","=""9780061241895""",0,4.22,Harper Business,Paperback,320,2006,1984,,2018/08/27,to-read,to-read (#5),to-read,,,,0,0
211099,"Losing My Virginity: How I've Survived, Had Fun, and Made a Fortune Doing Business My Way",Richard Branson,"Branson, Richard",,"=""0812932293""","=""9780812932294""",4,4.00,Crown Business,Paperback,416,1999,1998,,2018/08/27,,,read,,,,1,0
13589182,Mastery,Robert Greene,"Greene, Robert",,"=""0670024961""","=""9780670024964""",4,4.26,Viking,Hardcover,318,2012,2012,,2018/08/27,,,read,,,,1,0
2255,Way of the Peaceful Warrior: A Book That Changes Lives,Dan Millman,"Millman, Dan",,"=""1932073205""","=""9781932073201""",0,4.13,HJ Kramer,Paperback,240,2006,1980,,2018/08/27,to-read,to-read (#4),to-read,,,,0,0
19202564,"Letting Go: The Pathway of Surrender (Power vs. Force, #9)",David R. Hawkins,"Hawkins, David R.",,"=""1401945538""","=""""",5,4.08,Hay House LLC,Kindle Edition,401,2013,2012,2018/08/22,2018/08/19,,,read,,,,1,0
19795,Power vs. Force: The Hidden Determinants of Human Behavior (Paperback),David R. Hawkins,"Hawkins, David R.",,"=""1561709336""","=""9781561709335""",0,4.15,Hay House,Unknown Binding,341,2002,1985,,2018/08/21,to-read,to-read (#3),to-read,,,,0,0
43877,The Monk Who Sold His Ferrari: A Fable About Fulfilling Your Dreams and Reaching Your Destiny,Robin Sharma,"Sharma, Robin",,"=""0062515675""","=""9780062515674""",3,3.89,HarperOne,Paperback,208,1999,1996,,2018/08/21,,,read,,,,1,0
100247,Vagabonding: An Uncommon Guide to the Art of Long-Term World Travel,Rolf Potts,"Potts, Rolf",Timothy Ferriss,"=""0812992180""","=""9780812992182""",5,3.95,Villard Books,Paperback,205,2002,2002,,2018/08/21,,,read,,,,1,0
13159280,The Flinch,Julien Smith,"Smith, Julien",,"=""""","=""""",3,3.75,,Kindle Edition,38,2011,2011,,2018/08/21,,,read,,,,1,0
13103,"The Celestine Prophecy (Celestine Prophecy, #1)",James Redfield,"Redfield, James",,"=""""","=""""",3,3.73,Warner Books,Paperback,247,1995,1993,,2018/08/21,,,read,,,,1,0
7613,Animal Farm,George Orwell,"Orwell, George","Ann Patchett, Téa Obreht","=""""","=""""",4,4.01,Plume,Paperback,129,2003,1945,,2018/08/21,,,read,,,,1,0
2122,The Fountainhead,Ayn Rand,"Rand, Ayn",Leonard Peikoff,"=""""","=""""",5,3.89,Signet Book,Mass Market Paperback,704,1996,1943,,2018/08/21,,,read,,,,1,0
790171,Kon-Tiki,Thor Heyerdahl,"Heyerdahl, Thor",,"=""0671726528""","=""9780671726522""",5,4.16,Rand McNally,Paperback,240,1990,1948,,2018/08/21,,,read,,,,1,0
566259,Fire in the Belly: On Being a Man,Sam Keen,"Keen, Sam",,"=""0553351370""","=""9780553351378""",0,3.81,Bantam,Paperback,288,1992,1991,,2018/08/21,to-read,to-read (#2),to-read,,,,0,0
1052,The Richest Man in Babylon,George S. Clason,"Clason, George S.",,"=""0451205367""","=""9780451205360""",0,4.23,Berkley Books,Paperback,194,2002,1926,,2018/08/21,to-read,to-read (#1),to-read,,,,0,0
30659,Meditations,Marcus Aurelius,"Aurelius, Marcus",Martin Hammond,"=""0140449337""","=""9780140449334""",4,4.28,Penguin Books,Paperback,254,2006,180,,2018/08/19,,,read,,,,1,0
10645233,Do the Work,Steven Pressfield,"Pressfield, Steven",,"=""1455820997""","=""9781455820993""",4,3.97,The Domino Project,Audio CD,109,2011,2011,,2018/08/19,,,read,,,,1,0
18668059,The Obstacle Is the Way: The Timeless Art of Turning Trials into Triumph,Ryan Holiday,"Holiday, Ryan",,"=""1591846358""","=""9781591846352""",4,4.15,Portfolio,Hardcover,201,2014,2014,,2018/08/19,,,read,,,,1,0
33932358,Recovery: Freedom from Our Addictions,Russell Brand,"Brand, Russell",,"=""1250141923""","=""9781250141927""",4,3.94,Henry Holt and Co.,Hardcover,288,2017,2017,,2018/08/19,,,read,,,,1,0
97412,On the Shortness of Life: Life Is Long if You Know How to Use It (Penguin Great Ideas),Seneca,"Seneca, Seneca",C.D.N. Costa,"=""0143036327""","=""9780143036326""",4,4.17,Penguin Books,Paperback,106,2005,49,,2018/08/19,,,read,,,,1,0
6708,The Power of Now: A Guide to Spiritual Enlightenment,Eckhart Tolle,"Tolle, Eckhart",,"=""""","=""""",5,4.15,New World Library,Paperback,229,2004,1997,,2018/08/19,,,read,,,,1,0
18872437,The Millionaire Fastlane: Crack the Code to Wealth and Live Rich for a Lifetime!,M.J. DeMarco,"DeMarco, M.J.",,"=""0984358102""","=""9780984358106""",4,4.30,Viperion Publishing Corp,Paperback,322,2011,2010,,2018/08/19,,,read,,,,1,0
23929658,Reality Transurfing Steps I-V,Vadim Zeland,"Zeland, Vadim",,"=""5957328804""","=""9785957328803""",5,4.51,Ves Publishing Group,Kindle Edition,544,2014,2006,,2018/08/19,,,read,,,,1,0
16902,"Walden or, Life in the Woods",Henry David Thoreau,"Thoreau, Henry David",Bill McKibben,"=""""","=""""",4,3.78,Princeton University Press,Paperback,352,2004,1854,,2018/08/19,,,read,,,,1,0
52036,Siddhartha,Hermann Hesse,"Hesse, Hermann","Hilda Rosner, Zigmantas Ardickas","=""""","=""""",5,4.08,Bantam Books,Mass Market Paperback,152,1981,1922,,2018/08/19,,,read,,,,1,0
12605157,"The $100 Startup: Reinvent the Way You Make a Living, Do What You Love, and Create a New Future",Chris Guillebeau,"Guillebeau, Chris",,"=""0307951529""","=""9780307951526""",3,3.89,Crown Currency,Hardcover,268,2012,2012,,2018/08/19,,,read,,,,1,0
30186948,Think and Grow Rich,Napoleon Hill,"Hill, Napoleon","Bill Hartley, Ann Hartley, Ben Holden-Crowther, Muhammad Ghous Siddiqui","=""""","=""""",4,4.17,,Paperback,233,2016,1937,,2018/08/19,,,read,,,,1,0
12609433,The Power of Habit: Why We Do What We Do in Life and Business,Charles Duhigg,"Duhigg, Charles",,"=""1400069289""","=""9781400069286""",4,4.13,Random House,Hardcover,375,2012,2012,,2018/08/19,,,read,,,,1,0
81959,As a Man Thinketh,James Allen,"Allen, James",,"=""1585425648""","=""9781585425648""",4,4.24,TarcherPerigee,Hardcover,80,2006,1902,,2018/08/19,,,read,,,,1,0
2612,The Tipping Point: How Little Things Can Make a Big Difference,Malcolm Gladwell,"Gladwell, Malcolm",,"=""0316346624""","=""9780316346627""",4,4.01,Time Warner Book Group,Paperback,301,2002,2000,,2018/08/19,,,read,,,,1,0
4069,Man's Search for Meaning,Viktor E. Frankl,"Frankl, Viktor E.","Harold S. Kushner, William J. Winslade, Isle Lasch","=""080701429X""","=""9780807014295""",4,4.37,Beacon Press,Paperback,165,2006,1946,,2018/08/19,,,read,,,,1,0
25541028,"Elon Musk: Tesla, SpaceX, and the Quest for a Fantastic Future",Ashlee Vance,"Vance, Ashlee",,"=""0062301233""","=""9780062301239""",4,4.13,Ecco,Hardcover,392,2015,2015,,2018/08/19,,,read,,,,1,0
